date,ndvi,snow_cover_pct,accumulation_area_ratio,surface_albedo
01/01/2017,0.364806014,77.05123083,0.628099187,0.334817347
01/02/2017,0.472860385,58.77130611,0.537730048,0.316405335
01/03/2017,0.500255673,50.86590463,0.579187775,0.30683512
01/04/2017,0.448078264,36.9265869,0.550699907,0.350920876
01/05/2017,0.279231463,19.59995071,0.541063524,0.369008477
01/06/2017,0.178967734,20.76862553,0.68496021,0.388461927
01/07/2017,0.032864274,24.31028148,0.635701549,0.432031707
01/08/2017,-0.099921485,29.28514851,0.53070904,0.496440924
01/09/2017,-0.108064286,51.7889368,0.689959988,0.473595336
01/10/2017,-0.039605078,67.80392263,0.630729952,0.523231716
01/11/2017,0.144309295,81.39601833,0.681286212,0.473588802
01/12/2017,0.208728891,85.26901026,0.662962884,0.390616487
01/01/2018,0.36287752,69.09241527,0.517100499,0.315737309
01/02/2018,0.456085325,60.3108748,0.543981896,0.340474907
01/03/2018,0.404061439,52.57517634,0.674729361,0.297709203
01/04/2018,0.458481927,37.56892975,0.661037027,0.338153786
01/05/2018,0.35301151,26.59447632,0.597909841,0.318111447
01/06/2018,0.323162106,39.26365745,0.611732738,0.3880125
01/07/2018,0.040381952,26.87369044,0.72776649,0.450104874
01/08/2018,-0.044730254,40.6778282,0.540842861,0.487542152
01/09/2018,-0.101735588,54.77000882,0.654709738,0.490998691
01/10/2018,-0.118241523,68.25695626,0.579780735,0.499059539
01/11/2018,0.107141141,74.40441589,0.57823188,0.428647591
01/12/2018,0.237596652,83.7948461,0.709877685,0.39715241
01/01/2019,0.389551597,72.11663604,0.682541635,0.352405913
01/02/2019,0.414338248,63.81590697,0.681350964,0.323686236
01/03/2019,0.570139716,47.57318226,0.730547881,0.314232298
01/04/2019,0.389715068,35.4093707,0.602100384,0.290904618
01/05/2019,0.379342855,35.59253072,0.668195297,0.319317717
01/06/2019,0.309522781,10.66367404,0.568973324,0.425553536
01/07/2019,0.000473184,27.45053884,0.632416635,0.45664628
01/08/2019,-0.088122508,26.93642064,0.586985695,0.47163281
01/09/2019,-0.095017432,47.64034067,0.609699596,0.53102304
01/10/2019,-0.084981404,70.44475298,0.659515703,0.488916033
01/11/2019,-0.027533172,76.30216221,0.518177932,0.473585944
01/12/2019,0.203428149,74.61127611,0.809238728,0.40135037
01/01/2020,0.296884814,72.40424357,0.499398262,0.391214958
01/02/2020,0.483487243,68.39798874,0.478581139,0.348504276
01/03/2020,0.454028788,46.34816684,0.715811087,0.295020717
01/04/2020,0.537304341,36.08229295,0.679166269,0.332828879
01/05/2020,0.310837335,24.24709709,0.662411982,0.362907519
01/06/2020,0.183896924,16.74199826,0.662834551,0.427372631
01/07/2020,0.090675861,34.73895833,0.598775323,0.430701531
01/08/2020,-0.121350837,38.16959511,0.510274563,0.50032357
01/09/2020,-0.088627003,39.87428707,0.607580456,0.52116849
01/10/2020,0.005549517,65.93227157,0.532283829,0.451427751
01/11/2020,-0.030374162,72.67182979,0.697511973,0.42633483
01/12/2020,0.209231693,84.26216667,0.585294262,0.359215356
01/01/2021,0.36299414,72.01815842,0.51745028,0.344611863
01/02/2021,0.498898765,64.42631779,0.567861416,0.327748305
01/03/2021,0.438152464,52.52493639,0.641293145,0.330047141
01/04/2021,0.39378479,39.32877597,0.543627545,0.314879355
01/05/2021,0.376097078,18.01775585,0.51777796,0.382572311
01/06/2021,0.214849234,18.32749382,0.624368721,0.372397971
01/07/2021,0.062524643,21.64451133,0.624496657,0.415932351
01/08/2021,-0.042485211,31.73335384,0.549305682,0.485491586
01/09/2021,-0.134001236,58.8272712,0.552896169,0.507681309
01/10/2021,-0.048194936,67.02490855,0.623204994,0.485948645
01/11/2021,0.064653624,69.67634234,0.455191566,0.408651158
01/12/2021,0.164282429,84.58930974,0.459253623,0.398217599
01/01/2022,0.443288726,86.5915431,0.528155578,0.32391061
01/02/2022,0.483499267,70.1623263,0.578655285,0.326790911
01/03/2022,0.440434825,42.40315017,0.631090757,0.307331965
01/04/2022,0.492635302,32.57882964,0.747535622,0.294599864
01/05/2022,0.301265916,30.35379363,0.685765962,0.339722662
01/06/2022,0.23935423,16.46165267,0.584006147,0.37881573
01/07/2022,0.107929779,26.23833503,0.598098379,0.448746418
01/08/2022,-0.100841737,38.87317027,0.499747064,0.505705387
01/09/2022,-0.051831194,45.36534764,0.598148686,0.480285479
01/10/2022,-0.039168575,64.70237322,0.571134136,0.496683471
01/11/2022,0.091103008,59.77442541,0.632271856,0.439394848
01/12/2022,0.294839649,74.87806179,0.517276906,0.384142543
01/01/2023,0.337730594,74.71792136,0.651934651,0.347859393
01/02/2023,0.422120813,58.76108409,0.753273891,0.292692613
01/03/2023,0.455524279,58.16205652,0.589123985,0.288927014
01/04/2023,0.419017107,27.84929311,0.640171172,0.289439902
01/05/2023,0.346144915,21.81901545,0.669014399,0.389294503
01/06/2023,0.217057599,20.65370289,0.559877953,0.400705271
01/07/2023,0.06383454,31.22560433,0.622409248,0.43600549
01/08/2023,-0.018448459,27.82068924,0.60125924,0.490882139
01/09/2023,-0.099349905,55.81581876,0.60976761,0.497753439
01/10/2023,0.012869083,65.05116531,0.522699022,0.482183148
01/11/2023,0.036767158,71.07321886,0.602451017,0.462283334
01/12/2023,0.336008458,82.31051737,0.649799829,0.415150154
01/01/2024,0.381283367,76.97606059,0.745114361,0.339389977
01/02/2024,0.416949743,61.99891561,0.695927083,0.301881095
01/03/2024,0.446455375,50.34901042,0.815318246,0.294498966
01/04/2024,0.483931242,33.07343202,0.523265244,0.267359036
01/05/2024,0.338826861,24.58682461,0.687232064,0.319696179
01/06/2024,0.235700025,23.31065337,0.618334201,0.427337485
01/07/2024,0.073661881,31.94932197,0.818980293,0.482899354
01/08/2024,-0.063449067,28.81092251,0.519170171,0.48162182
01/09/2024,-0.142339686,60.66516687,0.516027816,0.511531139
01/10/2024,-0.135549982,55.239561,0.540060735,0.492827543
01/11/2024,0.027674252,75.22183664,0.387610428,0.511577616
01/12/2024,0.24281994,82.94158603,0.547424498,0.422391498
01/01/2025,0.381283367,76.97606059,0.745114361,0.339389977
01/02/2025,0.416949743,61.99891561,0.695927083,0.301881095
01/03/2025,0.446455375,50.34901042,0.815318246,0.294498966
01/04/2025,0.483931242,33.07343202,0.523265244,0.267359036
01/05/2025,0.338826861,24.58682461,0.687232064,0.319696179
